Make,AccidentArea,MonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,NumberOfCars,Year,BasePolicy,FraudFound_P
Mazda,Urban,Nov,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1994,All Perils,0
Mazda,Urban,Sep,Male,Single,33,Third Party,Sedan - Liability,Sport,30000 to 39000,1,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Toyota,Rural,May,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,2 vehicles,1994,All Perils,1
Accura,Urban,Jun,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Mazda,Urban,May,Male,Widow,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Jan,Female,Married,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Jan,Male,Single,23,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,1 vehicle,1994,Liability,0
Pontiac,Urban,Jan,Male,Single,31,Third Party,Sedan - Liability,Sport,30000 to 39000,3,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Honda,Urban,Oct,Male,Married,50,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1994,All Perils,0
Honda,Urban,Jan,Female,Single,33,Third Party,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Accura,Urban,Feb,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Mazda,Urban,Feb,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,1,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,1 vehicle,1994,Collision,0
Chevrolet,Urban,Feb,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,more than 69000,2,more than 30,more than 30,1,7 years,41 to 50,No,No,1 vehicle,1994,All Perils,0
Honda,Urban,Feb,Male,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Honda,Urban,Jan,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1994,Liability,0
Chevrolet,Urban,Jan,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,more than 69000,3,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,1
Honda,Urban,Jan,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,1 vehicle,1994,Liability,0
Chevrolet,Urban,Jan,Female,Single,37,Third Party,Sedan - Liability,Sport,more than 69000,3,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Toyota,Urban,Jan,Male,Married,43,Third Party,Sedan - All Perils,Sedan,less than 20000,3,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,Jan,Female,Married,32,Third Party,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,more than 4,4 years,31 to 35,No,No,3 to 4,1994,Collision,0
Toyota,Urban,Jan,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1994,Liability,0
Honda,Urban,Jan,Male,Married,65,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,Oct,Female,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Nisson,Rural,Jul,Male,Married,42,Policy Holder,Utility - All Perils,Utility,more than 69000,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,2 vehicles,1994,All Perils,0
Honda,Urban,May,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1994,Liability,0
Pontiac,Urban,Mar,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Mazda,Urban,Mar,Male,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1994,Liability,0
VW,Urban,Feb,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Feb,Male,Single,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Honda,Urban,Feb,Female,Single,32,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Chevrolet,Urban,Feb,Male,Single,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Saab,Urban,Feb,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,1 vehicle,1994,All Perils,0
Honda,Urban,Feb,Female,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Chevrolet,Urban,Jan,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1994,All Perils,0
Mercury,Rural,Jan,Male,Married,53,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1994,All Perils,0
Ford,Urban,Jan,Male,Married,74,Policy Holder,Sedan - All Perils,Sedan,less than 20000,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,1 vehicle,1994,All Perils,0
Pontiac,Urban,Jul,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,7 years,41 to 50,No,No,1 vehicle,1994,Collision,0
Mazda,Urban,Jun,Male,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,Feb,Male,Married,48,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,1 vehicle,1994,All Perils,0
Chevrolet,Urban,Jan,Female,Single,55,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,none,7 years,41 to 50,No,No,1 vehicle,1994,All Perils,0
Pontiac,Urban,Jan,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1994,All Perils,0
Honda,Urban,Jan,Male,Single,0,Third Party,Sedan - Liability,Sport,more than 69000,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,1 vehicle,1994,Liability,0
Pontiac,Urban,Jan,Male,Married,54,Third Party,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,1,7 years,41 to 50,No,No,1 vehicle,1994,Liability,0
Chevrolet,Urban,Jan,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Mazda,Urban,Jan,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,2 vehicles,1994,All Perils,1
Mazda,Urban,Jan,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Feb,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1994,All Perils,0
Chevrolet,Urban,Jan,Male,Married,26,Policy Holder,Utility - All Perils,Utility,more than 69000,2,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,1
Toyota,Urban,Feb,Female,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,6 years,36 to 40,No,No,1 vehicle,1994,All Perils,0
Honda,Urban,Jan,Male,Married,39,Policy Holder,Sport - Collision,Sport,more than 69000,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,1 vehicle,1994,Collision,1
Chevrolet,Urban,Feb,Male,Married,49,Third Party,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1994,Collision,0
Honda,Urban,Oct,Male,Married,37,Third Party,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Mazda,Urban,Sep,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Mar,Female,Married,52,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,1 vehicle,1994,All Perils,0
Pontiac,Urban,Jan,Male,Married,29,Third Party,Sedan - All Perils,Sedan,less than 20000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Mazda,Urban,Jan,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,1 vehicle,1994,Collision,0
Mazda,Urban,Jan,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Honda,Rural,Jan,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,1 vehicle,1994,Collision,0
Honda,Rural,Sep,Male,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Pontiac,Urban,Jan,Male,Married,41,Third Party,Sedan - All Perils,Sedan,less than 20000,3,none,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,All Perils,1
Pontiac,Urban,May,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,3 to 4,1994,Collision,0
Pontiac,Urban,Jan,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,more than 69000,4,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,1 vehicle,1994,Collision,1
Mazda,Urban,Oct,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,more than 69000,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Oct,Male,Single,21,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,5 years,26 to 30,No,No,1 vehicle,1994,Collision,0
Pontiac,Rural,Mar,Male,Married,31,Third Party,Sedan - All Perils,Sedan,less than 20000,2,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Pontiac,Urban,Apr,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,2 vehicles,1994,Collision,0
Honda,Rural,Feb,Female,Married,37,Third Party,Sedan - All Perils,Sedan,less than 20000,1,more than 30,more than 30,none,5 years,36 to 40,No,No,1 vehicle,1994,All Perils,0
Accura,Urban,Feb,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Aug,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1994,All Perils,0
Mazda,Rural,Jun,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Chevrolet,Urban,Sep,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Jun,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,15 to 30,more than 30,none,more than 7,51 to 65,Yes,No,1 vehicle,1994,Collision,0
Mazda,Urban,Jan,Male,Married,69,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,more than 4,more than 7,over 65,No,No,1 vehicle,1994,Liability,0
Honda,Urban,Feb,Male,Married,67,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,1,more than 7,over 65,No,No,1 vehicle,1994,Collision,0
Chevrolet,Urban,Feb,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,more than 69000,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1994,All Perils,0
Toyota,Urban,Sep,Male,Single,23,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,26 to 30,No,No,1 vehicle,1994,Liability,0
Pontiac,Urban,Jun,Male,Married,38,Policy Holder,Sedan - Liability,Sport,less than 20000,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Toyota,Urban,Jan,Male,Married,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Honda,Urban,Jan,Male,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Toyota,Urban,Jan,Male,Married,57,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1994,All Perils,0
Pontiac,Urban,Nov,Male,Married,29,Policy Holder,Sedan - Liability,Sport,more than 69000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Saab,Urban,Oct,Male,Married,26,Third Party,Sedan - Collision,Sedan,30000 to 39000,2,15 to 30,more than 30,none,7 years,31 to 35,No,No,more than 8,1994,Collision,0
VW,Urban,Oct,Female,Single,30,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Pontiac,Rural,Jan,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1994,Collision,1
Pontiac,Urban,Oct,Male,Married,65,Policy Holder,Sedan - Liability,Sport,more than 69000,4,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,1 vehicle,1994,Liability,0
Pontiac,Urban,Jun,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Mazda,Urban,Apr,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,2 vehicles,1994,All Perils,0
Chevrolet,Urban,Jan,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1994,Collision,1
VW,Urban,Apr,Male,Married,32,Third Party,Sedan - Collision,Sedan,more than 69000,2,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Mercury,Urban,Mar,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,less than 20000,3,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Chevrolet,Urban,Jan,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1994,All Perils,1
Pontiac,Rural,Mar,Female,Single,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,Yes,1 vehicle,1994,Collision,0
Pontiac,Urban,Mar,Male,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Pontiac,Urban,Jan,Male,Married,54,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1994,All Perils,0
Mazda,Urban,Jan,Male,Single,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Chevrolet,Urban,Jan,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Mazda,Urban,Jan,Female,Single,25,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,2 to 4,4 years,26 to 30,No,No,1 vehicle,1994,Liability,0
Mazda,Urban,Jan,Female,Single,23,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,1 vehicle,1994,Liability,0
Honda,Urban,Mar,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,more than 30,more than 30,none,new,16 to 17,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Mar,Male,Single,31,Third Party,Sedan - Collision,Sedan,less than 20000,1,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Honda,Urban,Jan,Male,Single,0,Third Party,Sedan - Collision,Sedan,more than 69000,4,more than 30,more than 30,none,new,16 to 17,No,No,1 vehicle,1994,Collision,0
Ford,Urban,Feb,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,less than 20000,4,more than 30,more than 30,1,7 years,36 to 40,No,No,3 to 4,1994,All Perils,0
Accura,Rural,Feb,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1994,Liability,0
Toyota,Urban,Feb,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Accura,Urban,Feb,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1994,Collision,0
Honda,Urban,Jan,Male,Single,19,Third Party,Sport - Collision,Sport,more than 69000,4,more than 30,more than 30,2 to 4,3 years,21 to 25,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Jan,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1994,All Perils,0
Pontiac,Urban,Jan,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,5 years,31 to 35,No,No,2 vehicles,1994,Collision,0
Pontiac,Urban,Jan,Male,Married,29,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1994,Liability,0
Mazda,Urban,Jan,Male,Married,29,Third Party,Sport - Collision,Sport,more than 69000,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Jan,Male,Single,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,1 vehicle,1994,Liability,0
VW,Urban,Jan,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,more than 69000,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1994,Collision,0
Toyota,Urban,Jan,Female,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1994,Collision,0
Mazda,Urban,Aug,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,7 years,41 to 50,No,No,1 vehicle,1994,Collision,0
Pontiac,Urban,Jun,Male,Married,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1994,Liability,0
Pontiac,Urban,Jun,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,1 vehicle,1994,Collision,0
