Month,MonthClaimed,Sex,Fault,PolicyType,PolicyNumber,Deductible,AddressChange_Claim,BasePolicy,FraudFound_P
Aug,Sep,Male,Policy Holder,Sedan - All Perils,347,400,no change,All Perils,0
Mar,Mar,Male,Policy Holder,Sedan - All Perils,348,400,no change,All Perils,0
Mar,Mar,Male,Policy Holder,Sedan - All Perils,349,400,no change,All Perils,0
Nov,Nov,Male,Policy Holder,Sedan - All Perils,350,400,no change,All Perils,0
Nov,Nov,Male,Policy Holder,Sedan - Liability,351,400,no change,Liability,0
Sep,Oct,Male,Third Party,Sedan - All Perils,352,400,no change,All Perils,0
Sep,Oct,Female,Policy Holder,Sedan - Liability,353,400,no change,Liability,0
Mar,Mar,Female,Policy Holder,Sedan - Collision,354,400,no change,Collision,0
Mar,Mar,Male,Third Party,Sedan - All Perils,355,400,no change,All Perils,0
Mar,Mar,Male,Third Party,Sedan - All Perils,356,400,no change,All Perils,0
Mar,Mar,Female,Policy Holder,Sedan - Liability,357,400,no change,Liability,0
Mar,Mar,Male,Policy Holder,Sedan - All Perils,358,500,2 to 3 years,All Perils,0
Aug,Aug,Male,Policy Holder,Sedan - Collision,359,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,360,400,no change,Collision,0
Jan,Jan,Male,Third Party,Sedan - Collision,361,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Collision,362,400,no change,Collision,0
Feb,Feb,Female,Third Party,Sedan - Collision,363,400,no change,Collision,0
Jun,Oct,Male,Policy Holder,Utility - All Perils,364,400,no change,All Perils,0
Jun,Jun,Female,Third Party,Sedan - Liability,365,400,1 year,Liability,0
Apr,Apr,Male,Policy Holder,Utility - All Perils,366,400,no change,All Perils,0
Jan,Jan,Male,Policy Holder,Sedan - All Perils,367,400,under 6 months,All Perils,1
May,Jun,Male,Third Party,Sedan - Collision,368,400,no change,Collision,0
Jun,Jun,Female,Third Party,Sedan - All Perils,369,400,no change,All Perils,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,370,400,no change,Collision,0
Jan,Feb,Male,Policy Holder,Sedan - Liability,371,400,no change,Liability,0
Mar,Apr,Male,Policy Holder,Sedan - Collision,372,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,373,700,no change,Collision,0
May,May,Male,Third Party,Sedan - Liability,374,400,no change,Liability,0
Mar,Mar,Male,Policy Holder,Sedan - All Perils,375,400,no change,All Perils,0
Mar,Mar,Female,Policy Holder,Sedan - All Perils,376,400,no change,All Perils,0
Jul,Jul,Male,Policy Holder,Sedan - All Perils,377,400,no change,All Perils,0
Jul,Aug,Female,Policy Holder,Sedan - Liability,378,400,no change,Liability,0
Jul,Jul,Male,Policy Holder,Sedan - Liability,379,400,4 to 8 years,Liability,0
Aug,Aug,Male,Policy Holder,Sedan - Liability,380,400,no change,Liability,0
Jan,Jan,Male,Policy Holder,Sedan - Collision,381,400,no change,Collision,1
Feb,Feb,Female,Third Party,Sedan - Liability,382,400,no change,Liability,0
Nov,Nov,Female,Policy Holder,Sedan - Collision,383,400,no change,Collision,0
Oct,Oct,Male,Third Party,Sedan - All Perils,384,400,no change,All Perils,0
Oct,Nov,Male,Policy Holder,Sedan - All Perils,385,400,no change,All Perils,0
Jan,Jan,Male,Policy Holder,Sedan - All Perils,386,400,no change,All Perils,1
Jan,Mar,Male,Third Party,Sedan - All Perils,387,400,no change,All Perils,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,388,400,no change,Collision,0
Jan,Jan,Male,Policy Holder,Sedan - Liability,389,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - Liability,390,400,no change,Liability,0
Jun,Jul,Male,Third Party,Sedan - Liability,391,400,no change,Liability,0
May,May,Male,Third Party,Sedan - Liability,392,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,393,400,no change,Collision,0
Jul,Jul,Male,Third Party,Sedan - All Perils,394,400,no change,All Perils,0
Apr,Apr,Male,Policy Holder,Sedan - Collision,395,400,no change,Collision,0
Nov,Nov,Male,Third Party,Sedan - Collision,396,400,no change,Collision,0
Aug,Aug,Male,Third Party,Sedan - Liability,397,400,no change,Liability,0
Aug,Aug,Male,Policy Holder,Sedan - Liability,398,400,no change,Liability,0
Mar,Mar,Male,Third Party,Sedan - All Perils,399,400,no change,All Perils,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,400,400,4 to 8 years,Liability,0
Mar,Mar,Female,Policy Holder,Sedan - Collision,401,400,no change,Collision,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,402,400,no change,Liability,0
Jan,Jan,Male,Third Party,Sedan - All Perils,403,400,no change,All Perils,0
Dec,Dec,Male,Policy Holder,Sedan - All Perils,404,700,no change,All Perils,0
Jul,Jul,Female,Policy Holder,Sedan - Collision,405,400,no change,Collision,0
Jan,Jan,Male,Policy Holder,Sedan - All Perils,406,400,no change,All Perils,1
Jul,Jul,Male,Policy Holder,Sedan - Liability,407,400,no change,Liability,0
Nov,Nov,Male,Policy Holder,Sedan - Collision,408,400,no change,Collision,0
Nov,Nov,Female,Third Party,Sedan - Collision,409,500,2 to 3 years,Collision,1
May,May,Male,Policy Holder,Sedan - Liability,410,400,no change,Liability,0
May,Jun,Male,Policy Holder,Sedan - Liability,411,400,no change,Liability,0
Oct,Nov,Male,Policy Holder,Utility - All Perils,412,400,no change,All Perils,0
May,May,Female,Policy Holder,Sedan - All Perils,413,400,no change,All Perils,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,414,400,no change,Collision,0
Sep,Sep,Male,Third Party,Sedan - All Perils,415,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,416,400,no change,Collision,0
Oct,Oct,Male,Third Party,Sport - Collision,417,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Collision,418,400,no change,Collision,0
Nov,Nov,Male,Policy Holder,Sedan - Collision,419,400,no change,Collision,0
Oct,Oct,Female,Policy Holder,Sedan - Liability,420,400,no change,Liability,0
Feb,Mar,Female,Policy Holder,Sedan - Collision,421,400,4 to 8 years,Collision,0
Dec,Apr,Male,Policy Holder,Utility - Collision,422,400,no change,Collision,0
Oct,Oct,Male,Third Party,Sedan - All Perils,423,400,no change,All Perils,0
Jan,Jan,Male,Policy Holder,Sedan - Collision,424,400,no change,Collision,0
Jan,Feb,Male,Third Party,Sedan - All Perils,425,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,426,400,no change,Collision,0
Dec,Dec,Male,Third Party,Sedan - Collision,427,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,428,400,no change,Liability,0
Mar,Apr,Female,Policy Holder,Sedan - All Perils,429,400,no change,All Perils,0
Dec,Dec,Male,Policy Holder,Sedan - Liability,430,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,431,400,no change,Collision,0
Jul,Aug,Male,Policy Holder,Sedan - Collision,432,400,no change,Collision,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,433,400,no change,Liability,0
Jun,Jul,Male,Policy Holder,Sedan - Collision,434,400,no change,Collision,0
Apr,Apr,Male,Policy Holder,Sedan - Liability,435,400,no change,Liability,0
Apr,May,Male,Policy Holder,Sedan - All Perils,436,400,no change,All Perils,0
Apr,Apr,Male,Policy Holder,Sedan - All Perils,437,400,no change,All Perils,0
Apr,Apr,Male,Policy Holder,Sedan - All Perils,438,400,no change,All Perils,0
Apr,Apr,Male,Policy Holder,Sedan - Liability,439,400,no change,Liability,0
Feb,Mar,Male,Policy Holder,Sedan - Collision,440,400,no change,Collision,0
Aug,Aug,Male,Third Party,Sedan - Collision,441,400,no change,Collision,0
Jan,Jan,Male,Third Party,Sedan - Collision,442,400,4 to 8 years,Collision,0
Nov,Nov,Female,Third Party,Sedan - Collision,443,400,no change,Collision,0
Jul,Aug,Male,Third Party,Sedan - All Perils,444,400,no change,All Perils,0
May,Jun,Male,Policy Holder,Sedan - Liability,445,400,no change,Liability,0
Feb,Mar,Female,Third Party,Sedan - Collision,446,400,no change,Collision,0
Feb,Feb,Male,Third Party,Sedan - Liability,447,400,no change,Liability,0
Feb,Feb,Female,Policy Holder,Sedan - Liability,448,400,no change,Liability,0
Nov,Nov,Male,Policy Holder,Sedan - All Perils,449,400,no change,All Perils,0
Jan,Jan,Female,Policy Holder,Sedan - All Perils,450,400,no change,All Perils,1
Nov,Nov,Male,Policy Holder,Sedan - Liability,451,400,no change,Liability,0
Jun,Jul,Female,Third Party,Sedan - All Perils,452,400,no change,All Perils,0
May,May,Male,Policy Holder,Sedan - Liability,453,400,no change,Liability,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,454,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - All Perils,455,400,no change,All Perils,0
Sep,Oct,Male,Third Party,Sedan - Collision,456,400,1 year,Collision,0
Jan,Feb,Male,Policy Holder,Sedan - All Perils,457,400,no change,All Perils,0
Jan,Jan,Male,Third Party,Sedan - Collision,458,400,no change,Collision,0
Oct,Nov,Male,Policy Holder,Sedan - Collision,459,400,no change,Collision,0
Mar,Mar,Male,Policy Holder,Sedan - Collision,460,500,2 to 3 years,Collision,0
Mar,Mar,Female,Policy Holder,Sedan - All Perils,461,400,no change,All Perils,0
Mar,Mar,Female,Third Party,Sedan - Collision,462,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,463,400,4 to 8 years,Liability,0
Jun,Jul,Male,Policy Holder,Sedan - Liability,464,400,no change,Liability,0
May,Jun,Male,Third Party,Sedan - Collision,465,400,no change,Collision,0
May,Aug,Female,Third Party,Sedan - All Perils,466,400,no change,All Perils,0
Jan,Feb,Male,Policy Holder,Sedan - Liability,467,400,no change,Liability,0
Apr,Apr,Male,Policy Holder,Sedan - Collision,468,400,no change,Collision,0
Feb,Feb,Male,Policy Holder,Sedan - All Perils,469,400,no change,All Perils,0
Mar,Mar,Male,Policy Holder,Sedan - All Perils,470,400,no change,All Perils,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,471,400,no change,Liability,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,472,400,no change,Liability,0
Feb,Mar,Male,Policy Holder,Utility - All Perils,473,400,no change,All Perils,0
Feb,Mar,Male,Policy Holder,Sedan - All Perils,474,400,no change,All Perils,0
Feb,Feb,Male,Policy Holder,Sedan - Liability,475,400,no change,Liability,0
Sep,Oct,Male,Third Party,Sedan - Collision,476,400,no change,Collision,0
May,May,Male,Third Party,Sedan - Collision,477,400,no change,Collision,0
Apr,May,Male,Third Party,Sedan - All Perils,478,400,no change,All Perils,0
Apr,Apr,Male,Policy Holder,Sedan - Liability,479,400,no change,Liability,0
Aug,Aug,Male,Policy Holder,Sedan - Collision,480,400,no change,Collision,0
Oct,Nov,Male,Policy Holder,Sedan - Collision,481,400,no change,Collision,0
Oct,Oct,Female,Policy Holder,Sedan - Collision,482,400,no change,Collision,0
Jan,Jan,Male,Third Party,Sedan - All Perils,483,400,no change,All Perils,0
Feb,Mar,Male,Third Party,Sedan - Liability,484,400,4 to 8 years,Liability,0
Jul,Aug,Male,Third Party,Sedan - Collision,485,400,no change,Collision,0
Jun,Jul,Male,Third Party,Sedan - All Perils,486,400,no change,All Perils,0
Jun,Jul,Male,Policy Holder,Sedan - All Perils,487,400,no change,All Perils,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,488,400,no change,Collision,0
Jan,Jan,Male,Third Party,Sedan - All Perils,489,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,490,400,no change,Collision,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,491,400,no change,Collision,0
Jun,Jul,Male,Third Party,Sedan - Collision,492,400,no change,Collision,0
May,Nov,Male,Policy Holder,Sedan - Collision,493,400,no change,Collision,0
Mar,Mar,Male,Third Party,Sedan - All Perils,494,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,495,400,no change,Liability,0
Jun,Jun,Male,Third Party,Sedan - All Perils,496,400,no change,All Perils,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,497,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,498,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,499,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,500,400,no change,Collision,0
Aug,Aug,Male,Third Party,Sedan - Collision,501,400,no change,Collision,0
Apr,Apr,Male,Policy Holder,Sedan - Collision,502,400,no change,Collision,0
Apr,Apr,Male,Policy Holder,Sport - Collision,503,400,no change,Collision,0
Jan,Jan,Male,Policy Holder,Sedan - All Perils,504,400,no change,All Perils,1
Mar,Mar,Male,Third Party,Sedan - Collision,505,400,4 to 8 years,Collision,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,506,400,no change,Liability,0
Mar,Mar,Male,Third Party,Sedan - Liability,507,400,no change,Liability,0
Mar,Mar,Male,Third Party,Sedan - All Perils,508,400,no change,All Perils,0
Jan,Jan,Male,Policy Holder,Sedan - All Perils,509,400,no change,All Perils,1
Jan,Jan,Male,Third Party,Sedan - Liability,510,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - All Perils,511,400,2 to 3 years,All Perils,0
Feb,Feb,Female,Policy Holder,Sedan - Liability,512,400,no change,Liability,0
Feb,Feb,Male,Third Party,Sedan - Collision,513,400,no change,Collision,0
Feb,Feb,Male,Policy Holder,Sedan - Liability,514,400,no change,Liability,0
Apr,Apr,Male,Third Party,Sedan - Liability,515,400,no change,Liability,0
Apr,Apr,Male,Policy Holder,Sedan - All Perils,516,400,no change,All Perils,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,517,400,no change,Collision,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,518,400,no change,Collision,0
Feb,Feb,Male,Policy Holder,Sedan - Liability,519,400,no change,Liability,0
Jan,Feb,Male,Policy Holder,Sedan - Collision,520,400,no change,Collision,0
Jan,Jan,Male,Third Party,Sedan - All Perils,521,400,no change,All Perils,0
Jan,Jan,Male,Policy Holder,Sedan - Liability,522,400,no change,Liability,0
Jan,Jan,Male,Policy Holder,Sedan - Liability,523,400,no change,Liability,1
Feb,Feb,Male,Policy Holder,Sedan - Collision,524,400,no change,Collision,0
Feb,Feb,Female,Policy Holder,Sedan - Liability,525,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,526,400,4 to 8 years,Collision,0
Feb,Feb,Male,Third Party,Sedan - Collision,527,400,no change,Collision,0
Feb,Feb,Male,Third Party,Sedan - All Perils,528,400,no change,All Perils,0
Jan,Jan,Male,Policy Holder,Sedan - Collision,529,400,no change,Collision,1
Jan,Jan,Male,Policy Holder,Sedan - Liability,530,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - Liability,531,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,532,400,no change,Collision,0
Feb,Feb,Male,Third Party,Sedan - All Perils,533,400,no change,All Perils,0
Jan,Jan,Male,Policy Holder,Sedan - Collision,534,400,no change,Collision,1
Feb,Feb,Male,Third Party,Sedan - All Perils,535,400,no change,All Perils,0
Feb,Mar,Male,Policy Holder,Sedan - Collision,536,400,no change,Collision,0
Jan,Jan,Male,Policy Holder,Sedan - Collision,537,400,no change,Collision,1
Feb,Feb,Male,Policy Holder,Sedan - Collision,538,400,no change,Collision,0
Jan,Jan,Male,Policy Holder,Sedan - All Perils,539,400,no change,All Perils,1
Feb,Mar,Male,Policy Holder,Sedan - Collision,540,400,no change,Collision,0
Feb,Mar,Female,Policy Holder,Sedan - All Perils,541,400,no change,All Perils,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,542,400,no change,Collision,0
Jan,Jan,Male,Policy Holder,Sedan - All Perils,543,400,no change,All Perils,1
Feb,Mar,Male,Policy Holder,Sedan - Liability,544,400,no change,Liability,0
Jan,Mar,Male,Policy Holder,Utility - All Perils,545,400,no change,All Perils,0
Feb,Mar,Male,Third Party,Sedan - Collision,546,400,no change,Collision,0
Feb,Mar,Male,Third Party,Sedan - Collision,547,400,1 year,Collision,0
Feb,Mar,Male,Policy Holder,Sedan - All Perils,548,400,no change,All Perils,0
Feb,Apr,Male,Policy Holder,Sedan - Liability,549,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - Liability,550,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - All Perils,551,400,no change,All Perils,0
Feb,Feb,Male,Third Party,Sedan - All Perils,552,400,no change,All Perils,0
Feb,Feb,Male,Third Party,Sedan - Liability,553,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - All Perils,554,400,no change,All Perils,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,555,400,no change,Collision,0
Feb,Feb,Male,Policy Holder,Sedan - All Perils,556,400,no change,All Perils,0
Jan,Jan,Male,Policy Holder,Sedan - All Perils,557,400,no change,All Perils,1
Jan,Feb,Male,Policy Holder,Sport - Collision,558,400,no change,Collision,0
Jan,Feb,Female,Policy Holder,Sedan - All Perils,559,700,no change,All Perils,0
Jan,Feb,Male,Third Party,Sedan - Collision,560,400,no change,Collision,0
Nov,Feb,Female,Third Party,Sedan - All Perils,561,400,no change,All Perils,0
Apr,May,Male,Policy Holder,Sedan - Collision,562,500,2 to 3 years,Collision,0
Apr,Apr,Male,Third Party,Sedan - All Perils,563,400,no change,All Perils,0
Aug,Aug,Male,Policy Holder,Sedan - Collision,564,400,no change,Collision,0
Jan,Jan,Male,Policy Holder,Sedan - Collision,565,400,no change,Collision,1
Jul,Jul,Female,Policy Holder,Sedan - Collision,566,400,no change,Collision,0
Dec,Dec,Male,Policy Holder,Sedan - All Perils,567,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - All Perils,568,400,4 to 8 years,All Perils,0
Aug,Aug,Female,Third Party,Sedan - All Perils,569,400,no change,All Perils,0
Mar,Mar,Male,Policy Holder,Sedan - Collision,570,400,no change,Collision,0
Mar,Mar,Female,Third Party,Sedan - All Perils,571,400,no change,All Perils,0
Mar,Apr,Male,Policy Holder,Sedan - Collision,572,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - All Perils,573,400,no change,All Perils,0
Apr,Apr,Male,Policy Holder,Sedan - All Perils,574,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,575,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - All Perils,576,400,no change,All Perils,0
Aug,Aug,Male,Policy Holder,Sedan - Collision,577,400,no change,Collision,0
Apr,Apr,Male,Policy Holder,Sedan - Liability,578,400,no change,Liability,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,579,400,no change,Collision,0
Jun,Jun,Male,Third Party,Sedan - All Perils,580,400,no change,All Perils,0
Jun,Jun,Male,Third Party,Sedan - Liability,581,400,no change,Liability,0
Oct,Oct,Male,Third Party,Sedan - Liability,582,400,no change,Liability,0
Oct,Nov,Male,Policy Holder,Sedan - Collision,583,400,no change,Collision,0
Jul,Jul,Male,Policy Holder,Sedan - Collision,584,400,no change,Collision,0
Jun,Jun,Male,Third Party,Sedan - Collision,585,400,no change,Collision,0
Apr,May,Female,Policy Holder,Sedan - Liability,586,400,no change,Liability,0
Aug,Aug,Male,Third Party,Sedan - All Perils,587,400,no change,All Perils,0
Jul,Aug,Male,Policy Holder,Sedan - All Perils,588,400,no change,All Perils,0
